"id","soiltype","taxgrsc","x","y","uhdicm_a","lhdicm_a","sndmht_a","sltmht_a","clymht_a","uhdicm_b","lhdicm_b","sndmht_b","sltmht_b","clymht_b","uhdicm_c","lhdicm_c","sndmht_c","sltmht_c","clymht_c","uhdicm_d","lhdicm_d","sndmht_d","sltmht_d","clymht_d","uhdicm_e","lhdicm_e","sndmht_e","sltmht_e","clymht_e"
"idx102",NA,NA,572249.615074345,5715653.9354204,0,10,16.6,33.2,33.2,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0302","D","Pelosol",572250.535249157,5706464.65865567,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1993","B","Braunerde",572253.624277575,5716911.42573125,0,10,15.51,62.51,19.74,10,30,18.8,37.6,37.6,30,50,12.5,25,25,50,70,12.5,25,25,70,90,12.5,25,25
"id0303","L","Parabraunerde",572262.535498695,5707033.42820536,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,NA,NA,NA
"id1994","D","Pelosol",572263.540009568,5707598.19940845,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3351","D","Pelosol",572266.616158292,5716566.56533542,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"idx103",NA,NA,572267.536647904,5707391.28321405,0,10,16.6,33.2,33.2,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1995","B","Braunerde",572270.617377932,5716894.43239692,0,10,15.51,62.51,19.74,10,30,18.8,37.6,37.6,30,50,12.5,25,25,50,70,12.5,25,25,70,90,12.5,25,25
"id0304","B","Braunerde",572271.575867358,5712108.37199907,0,10,20,40,40,10,30,25.85,39.95,28.2,30,50,25.85,39.95,28.2,50,70,16.6,33.2,33.2,70,90,NA,NA,NA
"idx104",NA,NA,572275.535803744,5707655.17626859,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3352","R","Rendzina",572276.601410412,5715309.07486614,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id1996","D","Pelosol",572278.52525678,5706574.61400717,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3353","R","Rendzina",572282.598543898,5715252.09788855,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0305","D","Pelosol",572285.572935979,5712409.24995171,0,10,18.8,37.6,37.6,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0306","D","Pelosol",572288.603059183,5716056.77168268,0,10,20,40,40,10,30,7.8125,26.5625,34.375,30,50,11.75,39.95,51.7,50,70,7.8125,26.5625,34.375,70,90,7.8125,26.5625,34.375
"id3505","D","Pelosol",572291.567429039,5712044.39774788,0,10,10.375,35.275,45.65,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1997","D","Pelosol",572293.516582708,5706250.7451534,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1998","D","Pelosol",572295.567915596,5712284.30049577,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,NA,NA,NA
"id3354","D","Pelosol",572304.599103727,5716336.65804014,0,10,20,40,40,10,30,11.75,39.95,51.7,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id1999","D","Pelosol",572307.514436565,5706634.58959741,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2943","Z","Pararendzina",572308.602508068,5716920.42137404,0,10,17.86,64.86,13.63,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0307","B","Braunerde",572312.600802619,5716907.42658203,0,10,27.5,42.5,30,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2000","B","Braunerde",572313.586198906,5715245.1003659,0,10,20,40,40,10,30,27.5,42.5,30,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3355","D","Pelosol",572318.59584229,5716605.54887059,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0308","L","Parabraunerde",572323.513011999,5707193.36314679,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2001","B","Braunerde",572327.582017732,5715405.03537738,0,10,20,40,40,10,30,27.5,42.5,30,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"idx105",NA,NA,572331.512117278,5707452.25821572,0,10,16.6,33.2,33.2,10,30,12.5,25,25,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0309","B","Braunerde",572333.497092123,5705804.92563106,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3356","D","Pelosol",572333.589459327,5716555.56893882,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2002",NA,NA,572335.502648672,5706537.62877221,0,10,27.5,42.5,30,10,30,20,40,40,30,50,27.5,42.5,30,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3357","D","Pelosol",572339.583258132,5716107.75039114,0,10,20,40,40,10,30,11.75,39.95,51.7,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id3358","R","Rendzina",572341.581125892,5715950.81398185,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2003","D","Pelosol",572343.498354559,5706402.68341614,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2004","D","Pelosol",572348.547076058,5712292.29678158,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,NA,NA,NA
"id3359","R","Rendzina",572349.574721358,5715571.9674532,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id3506","D","Pelosol",572350.544094073,5712036.40047463,0,10,10.375,35.275,45.65,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0310","L","Parabraunerde",572356.495844041,5706700.56267521,0,10,19,69,14.5,10,30,19,69,14.5,30,50,27.5,42.5,30,50,70,20,40,40,70,90,20,40,40
"id3360","D","Pelosol",572358.579830032,5716590.55443779,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3507","S","Pseudogley",572359.540339503,5712012.41011928,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"idx106",NA,NA,572364.538847196,5712068.38738853,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2944","D","Pelosol",572373.536649268,5712226.32329764,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2005","Z","Pararendzina",572376.480582863,5705837.91212935,0,10,20,40,40,10,30,16.6,33.2,33.2,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3361","R","Rendzina",572378.564057059,5715669.927398,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0311","D","Pelosol",572383.535720576,5712579.1801891,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3362","R","Rendzina",572389.55916794,5715607.95239076,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0312","B","Braunerde",572398.529467757,5712540.19585293,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2945",NA,NA,572404.476735928,5706661.57828202,0,10,20,40,40,10,30,16.6,33.2,33.2,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0313","B","Braunerde",572404.52615307,5712429.24077247,0,10,20,40,40,10,30,27.5,42.5,30,30,50,27.5,42.5,30,50,70,20,40,40,70,90,20,40,40
"id0314","L","Parabraunerde",572405.474650836,5706464.65807357,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,15,60,30,70,90,15,60,30
"id2946","R","Rendzina",572406.550193555,5715345.05876672,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0315","B","Braunerde",572411.471797881,5706405.68194934,0,10,16.5,66.5,21,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2947","R","Rendzina",572413.548310558,5715450.01613447,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2006","Z","Pararendzina",572418.513995306,5711651.55587469,0,10,18.8,37.6,37.6,10,30,17.1875,26.5625,18.75,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0316","B","Braunerde",572420.474969048,5707184.36636544,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,20,40,40,70,90,20,40,40
"id0317","Q","Regosol",572424.469927527,5706779.53040476,0,10,16.5,66.5,21,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2007","Z","Pararendzina",572427.51734177,5712460.22800308,0,10,18.8,37.6,37.6,10,30,25.85,39.95,28.2,30,50,18.8,37.6,37.6,50,70,18.8,37.6,37.6,70,90,NA,NA,NA
"id2008","B","Braunerde",572428.539522824,5715115.15171879,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0318","Z","Pararendzina",572430.512350898,5712013.40909731,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,18.8,37.6,37.6,50,70,20,40,40,70,90,27.5,42.5,30
"id3363","Q","Regosol",572432.507616972,5711550.59668095,0,10,10.375,35.275,45.65,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2009","D","Pelosol",572437.512365994,5712339.2769418,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,NA,NA,NA
"idx107",NA,NA,572440.471699022,5707716.15076291,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx108",NA,NA,572440.54121583,5715875.84317054,0,10,12.5,25,25,10,30,12.5,25,25,30,50,7.5,15,15,50,70,7.5,15,15,70,90,7.5,15,15
"idx109",NA,NA,572441.505492975,5711717.52893962,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx110",NA,NA,572441.540014709,5715780.88165985,0,10,10.3125,41.5625,13.125,10,30,12.5,25,25,30,50,4.6875,15.9375,20.625,50,70,4.6875,15.9375,20.625,70,90,4.6875,15.9375,20.625
"idx111",NA,NA,572453.531700621,5715361.05173447,0,10,12.5,25,25,10,30,12.5,25,25,30,50,20,40,40,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2948","R","Rendzina",572456.529140175,5715199.11735487,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0319","D","Pelosol",572460.447765983,5705836.9122657,0,10,11.5,76.5,14.5,10,30,11.5,76.5,14.5,30,50,11.5,76.5,14.5,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3508","S","Pseudogley",572461.452440362,5706427.67285196,0,10,19,69,14.5,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3364","N","Ranker",572466.452198187,5706627.59181203,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0320","B","Braunerde",572467.499256166,5712189.3374565,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2949","Z","Pararendzina",572468.455087256,5707056.41800993,0,10,16.5,66.5,21,10,30,16.6,33.2,33.2,30,50,13.695,55.195,17.43,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2950","Z","Pararendzina",572475.493595586,5711894.45692843,0,10,18.8,37.6,37.6,10,30,25.85,39.95,28.2,30,50,25.85,39.95,28.2,50,70,25.85,39.95,28.2,70,90,25.85,39.95,28.2
"id0321","B","Braunerde",572476.453529765,5707240.34343205,0,10,20,40,40,10,30,27.5,42.5,30,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"idx112",NA,NA,572485.454165731,5707727.14608724,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx113",NA,NA,572489.454322539,5707929.06422661,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2951","Z","Pararendzina",572495.487660973,5712124.36355007,0,10,11.75,39.95,51.7,10,30,10.375,35.275,45.65,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2010","Z","Pararendzina",572497.489143766,5712392.25492455,0,10,18.8,37.6,37.6,10,30,25.85,39.95,28.2,30,50,18.8,37.6,37.6,50,70,18.8,37.6,37.6,70,90,NA,NA,NA
"id2011","B","Braunerde",572503.510068767,5715146.13829514,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2012","D","Pelosol",572509.511890411,5715643.936372,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2952","R","Rendzina",572521.503374894,5715198.11701107,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2013","B","Braunerde",572522.502178096,5715103.15550649,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2953","D","Pelosol",572523.425498261,5706110.80105426,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3365","Z","Pararendzina",572523.471614991,5711533.60281724,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2954","D","Pelosol",572526.43776466,5707687.16209464,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"idx114",NA,NA,572527.505838699,5715772.88386694,0,10,10.3125,41.5625,13.125,10,30,12.5,25,25,30,50,4.6875,15.9375,20.625,50,70,4.6875,15.9375,20.625,70,90,4.6875,15.9375,20.625
"idx115",NA,NA,572527.506284749,5715825.86238316,0,10,12.5,25,25,10,30,12.5,25,25,30,50,7.5,15,15,50,70,7.5,15,15,70,90,7.5,15,15
"id0322","S","Pseudogley",572530.425184702,5706394.68596538,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0323","L","Parabraunerde",572540.425465544,5706886.48658251,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,19,69,14.5,70,90,19,69,14.5
"id3366","D","Pelosol",572541.506429194,5716503.58737006,0,10,20,40,40,10,30,11.75,39.95,51.7,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2014","D","Pelosol",572543.421380304,5706544.62514129,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,20,40,40,70,90,20,40,40
"id0324","D","Pelosol",572543.468569614,5712105.37082882,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2015","D","Pelosol",572544.428724461,5707453.25682371,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,7.8125,26.5625,34.375,50,70,7.8125,26.5625,34.375,70,90,NA,NA,NA
"id0325","D","Pelosol",572544.42994894,5707597.1984754,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id0327","S","Pseudogley",572547.421127164,5706698.56272819,0,10,20,40,40,10,30,20,40,40,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,20,40,40
"id0326","L","Parabraunerde",572547.467870569,5712209.32864297,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,27.5,42.5,30
"id2016","Z","Pararendzina",572554.460929225,5711714.52920346,0,10,18.8,37.6,37.6,10,30,17.1875,26.5625,18.75,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0328","S","Pseudogley",572564.412327417,5706445.66517502,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2955","D","Pelosol",572566.40628011,5705826.91597844,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0329","B","Braunerde",572567.406340524,5705879.89450059,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,20,40,40,70,90,20,40,40
"id0330","Z","Pararendzina",572570.457423759,5712046.39450558,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,18.8,37.6,37.6,50,70,20,40,40,70,90,27.5,42.5,30
"id3367","Z","Pararendzina",572572.481402361,5714988.20155304,0,10,20,40,40,10,30,12.5,25,25,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2956","D","Pelosol",572576.413869453,5707179.36770588,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2957","R","Rendzina",572577.484171547,5715553.97204684,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"idx116",NA,NA,572578.418710807,5707842.09903193,0,10,16.6,33.2,33.2,10,30,16.6,33.2,33.2,30,50,12.5,25,25,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0331","D","Pelosol",572579.417114974,5707700.15657001,0,10,20,40,40,10,30,11.75,39.95,51.7,30,50,7.8125,26.5625,34.375,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0333","B","Braunerde",572581.418705167,5707980.04309422,0,10,20,40,40,10,30,27.5,42.5,30,30,50,27.5,42.5,30,50,70,20,40,40,70,90,20,40,40
"id0332","L","Parabraunerde",572581.455310439,5712310.28740346,0,10,16.5,66.5,21,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3368","D","Pelosol",572587.486356411,5716287.6743572,0,10,20,40,40,10,30,11.75,39.95,51.7,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2017","D","Pelosol",572588.403878556,5706555.62051169,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id3509","Z","Pararendzina",572593.41450228,5708039.01912323,0,10,10.375,35.275,45.65,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2018","B","Braunerde",572595.476105034,5715443.01683404,0,10,15.51,62.51,19.74,10,30,12.5,25,25,30,50,7.5,15,15,50,70,7.5,15,15,70,90,7.5,15,15
"id2019","Q","Regosol",572598.4871757,5716907.42285041,0,10,57.5,21.5,21,10,30,12.5,25,25,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2958","D","Pelosol",572605.438815997,5711475.62564913,0,10,11.75,39.95,51.7,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3369","Q","Regosol",572606.407512201,5707815.10983447,0,10,15.51,62.51,19.74,10,30,17.1875,26.5625,18.75,30,50,16.6,33.2,33.2,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id0334","Q","Regosol",572610.400265904,5707144.38174025,0,10,16.5,66.5,21,10,30,10.3125,41.5625,13.125,30,50,18.8,37.6,37.6,50,70,18.8,37.6,37.6,70,90,18.8,37.6,37.6
"id0335","L","Parabraunerde",572611.398468831,5706978.44900679,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,NA,NA,NA
"id0336","D","Pelosol",572612.393680836,5706459.65932224,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2959","R","Rendzina",572614.465643997,5715093.15850818,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2020","D","Pelosol",572616.399322584,5707310.31444187,0,10,11.75,39.95,51.7,10,30,11.75,39.95,51.7,30,50,12.5,42.5,55,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3370","Z","Pararendzina",572619.434570002,5711626.56432675,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2021","Q","Regosol",572619.478590444,5716878.43433471,0,10,54.05,20.21,19.74,10,30,12.5,25,25,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2022","Q","Regosol",572624.476770947,5716898.42616033,0,10,57.5,21.5,21,10,30,12.5,25,25,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0337","B","Braunerde",572625.434247733,5711869.465775,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"idx117",NA,NA,572627.440218825,5712674.13943545,0,10,16.6,33.2,33.2,10,30,11.75,39.95,51.7,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2023","B","Braunerde",572635.462946773,5715765.8854051,0,10,15.51,62.51,19.74,10,30,12.5,25,25,30,50,7.5,15,15,50,70,7.5,15,15,70,90,7.5,15,15
"id2024","D","Pelosol",572636.464119818,5715953.80916795,0,10,27.5,42.5,30,10,30,12.5,42.5,55,30,50,27.5,42.5,30,50,70,27.5,42.5,30,70,90,27.5,42.5,30
"id2960","D","Pelosol",572637.380505443,5706057.82214006,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0338","B","Braunerde",572637.386512021,5706767.5344083,0,10,27.5,42.5,30,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2961","R","Rendzina",572638.455951511,5715071.16715346,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2025","D","Pelosol",572640.466695968,5716452.60679285,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2963","D","Pelosol",572641.378028684,5705949.86589359,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2962","R","Rendzina",572641.457269079,5715371.04548609,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0339","D","Pelosol",572646.379678356,5706375.69323685,0,10,12.5,42.5,55,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0340","B","Braunerde",572648.467385953,5716916.41854861,0,10,16.5,66.5,21,10,30,20,40,40,30,50,12.5,42.5,55,50,70,45,34,20,70,90,45,34,20
"id2964","Z","Pararendzina",572651.422387061,5711677.54338545,0,10,18.8,37.6,37.6,10,30,17.1875,26.5625,18.75,30,50,17.1875,26.5625,18.75,50,70,17.1875,26.5625,18.75,70,90,17.1875,26.5625,18.75
"id2965","R","Rendzina",572652.452416715,5715312.06927953,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0341","D","Pelosol",572661.435581883,5713723.71342991,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0342","B","Braunerde",572664.368114493,5705839.91039731,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,20,40,40,70,90,20,40,40
"id2026","Q","Regosol",572672.455572056,5716642.52934339,0,10,57.5,21.5,21,10,30,12.5,25,25,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0343","B","Braunerde",572673.417769084,5712161.3469858,0,10,16.5,66.5,21,10,30,27.5,42.5,30,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id2966","R","Rendzina",572673.445143775,5715438.01794545,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id0344","D","Pelosol",572674.369146633,5706424.67327474,0,10,12.5,42.5,55,10,30,11.75,39.95,51.7,30,50,11.75,39.95,51.7,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0345","S","Pseudogley",572680.373443179,5707212.35387394,0,10,19,69,14.5,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
